UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Regrette Rien,@YaniqueJLambert,2022-01-07T00:35:49.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月7日", Tufton shady,😂,,,3,[],https://twitter.com/YaniqueJLambert/status/1479250382618599429
Regrette Rien,@YaniqueJLambert,2022-01-07T00:25:53.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月7日","Ignore the noise.
Focus.
Execute.",✨,,,3,"['https://pbs.twimg.com/profile_images/1546869221304451073/L-o4_4nh_normal.jpg', 'https://pbs.twimg.com/media/FIcZW28XwAAiMLz?format=jpg&name=small', 'https://pbs.twimg.com/media/FIcZXUgWQAkSW0e?format=jpg&name=small']",https://twitter.com/YaniqueJLambert/status/1479247884273045512
Regrette Rien,@YaniqueJLambert,2022-01-08T23:02:43.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月9日","*At an outing for 10 minutes*

Me; Wow I could really do wid my bed right now.",,,,1,[],https://twitter.com/YaniqueJLambert/status/1479951731224100866
Regrette Rien,@YaniqueJLambert,2022-01-08T22:58:57.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月9日",Damn,,,,,['https://pbs.twimg.com/profile_images/1474412888693645322/QFRHa2Ou_normal.jpg'],https://twitter.com/YaniqueJLambert/status/1479950781604409346
Regrette Rien,@YaniqueJLambert,2022-01-08T22:57:55.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月9日",I'm so exhausted it's not even funny and my body is reacting to the popdown-ness.,,1,,2,[],https://twitter.com/YaniqueJLambert/status/1479950521322643458
Regrette Rien,@YaniqueJLambert,2022-01-08T22:48:34.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月9日","Thing is, this is exactly why he said that. Because there are persons who sell this Idea to themselves that bim is perfect.",,1,,,['https://pbs.twimg.com/profile_images/1636171119878197248/BKaYg-8l_normal.jpg'],https://twitter.com/YaniqueJLambert/status/1479948170012643328
Regrette Rien,@YaniqueJLambert,2022-01-08T21:51:38.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月9日","Didn't know it was possible to get stale 
@kfcjamaica
 wings but here we are.",,3,,2,[],https://twitter.com/YaniqueJLambert/status/1479933840831520779
Regrette Rien,@YaniqueJLambert,2022-01-08T21:28:54.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月9日","It's absolutely insane that Ari was bullied into deleting her posts about visiting Ghana. 

People have lost themselves on the internet.",,2,2,12,[],https://twitter.com/YaniqueJLambert/status/1479928119561699333
Regrette Rien,@YaniqueJLambert,2022-01-08T21:26:03.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月9日",Later will be greater.,,,,,['https://pbs.twimg.com/media/FInCIJzXEAMe1ms?format=jpg&name=medium'],https://twitter.com/YaniqueJLambert/status/1479927402843324427
Regrette Rien,@YaniqueJLambert,2022-01-08T16:45:56.000Z,"Regrette Rien
@YaniqueJLambert
·
2022年1月9日",Happy Birthday @SuellaCee ,🎉 🎉 🎂 🥳 🥳 🥳,,,1,"['https://pbs.twimg.com/profile_images/1600925241684987917/Pr0aITMk_normal.jpg', 'https://pbs.twimg.com/media/FIl9A_oWUAQYhHP?format=jpg&name=small', 'https://pbs.twimg.com/media/FIl9A_tX0Awyf06?format=jpg&name=small']",https://twitter.com/YaniqueJLambert/status/1479856908735598594
